LSAT,GPA,Race,resident,college,Year,Gender,admit,Black,Hispanic,Asian,White,MissingRace,URM
156,3.67,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
139,2.41, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
149,2.83,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
157,3.44,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
165,3.09,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
135,2.73,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
165,3.91,White,1,Arizona State,2007,1,1,0,0,0,1,0,0
143,3.2, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
154,3.23, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
148,2.44, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
149,2.71,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
165,3.28,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
155,3.89,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
147,2.13,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.49,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
156,3.79,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
161,2.7,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
167,3.56,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
150,3.88,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
146,3.62,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
146,3.34,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
152,3.62,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
156,3.28,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
149,3.14,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
161,3.4,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
141,2.87,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
136,2.86,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
146,3.5,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.26,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
154,3.67,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,3.48,Hispanic,0,Arizona State,2007,0,1,0,1,0,0,0,1
142,2.6,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
155,2.87,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
159,3.61,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.91,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
163,3.39,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
146,3.59,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.23,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,3.31,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
157,3.06,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
144,3.48,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
140,2.34,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
146,3.33,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
153,3.26, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
165,3.7,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
155,3.89, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
162,3.22,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
155,2.59,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
179,3.92,White,1,Arizona State,2007,1,1,0,0,0,1,0,0
154,3.76, ,1,Arizona State,2007,1,0,0,0,0,0,1,0
155,3.36,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
152,3.57,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
134,2.38,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
149,3.15, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
147,3.53, ,1,Arizona State,2007,0,0,0,0,0,0,1,0
142,3.53,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
156,3.72, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
152,3.22,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
161,3.59, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
160,2.53,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.04,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
156,3.37,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
152,3.07, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
159,3.13,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,2.43,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.79,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
144,2.37,Black,0,Arizona State,2007,0,1,1,0,0,0,0,1
151,2.67,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
150,2.53,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
165,3.77,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
154,3.31,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
155,3.04,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.27,Black,0,Arizona State,2007,1,0,1,0,0,0,0,1
153,2.95,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,2.6, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
164,3.09,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.79,Asian,0,Arizona State,2007,1,1,0,0,1,0,0,0
156,3.04, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
153,3.32,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
150,3.13,Black,0,Arizona State,2007,1,1,1,0,0,0,0,1
147,2.85, ,1,Arizona State,2007,1,0,0,0,0,0,1,0
151,3.62,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
143,3.26, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
145,3.67,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
161,3.99,Asian,0,Arizona State,2007,0,1,0,0,1,0,0,0
144,2.92,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
164,3.89,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
166,3.13,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
152,3.14,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.88,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
165,3.02,Asian,0,Arizona State,2007,1,1,0,0,1,0,0,0
158,3.7, ,1,Arizona State,2007,0,1,0,0,0,0,1,0
155,3.57,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
140,2.41, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
161,3.2,Hispanic,0,Arizona State,2007,1,1,0,1,0,0,0,1
164,2.82,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.23,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.39,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,2.79, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
143,2.84, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
160,3.5,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
139,2.73,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.31,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.46,Hispanic,0,Arizona State,2007,0,1,0,1,0,0,0,1
155,3.24,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
158,3.74,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
145,3.25,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
155,3.06, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
166,3.74,Asian,0,Arizona State,2007,1,1,0,0,1,0,0,0
154,3.51,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.47,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
155,4,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,3.59,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
154,3.65,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.28, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
149,3.03,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
147,3.54,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
146,3.43,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.42,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.16,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
149,2.63,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
157,3.31,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,2.95,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
155,3,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
148,3.33,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
164,3.3,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
166,2.06, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
161,3.15,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
155,3.37,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.48, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
168,3.27,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
156,3.76,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
145,3.28,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
153,2.64, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
144,2.55,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
155,2.69,Hispanic,1,Arizona State,2007,1,0,0,1,0,0,0,1
155,3.53,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
154,2.99,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
143,3.41,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
166,3.09,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
158,3.7,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
163,3.04,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
143,2.79,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
156,3.53,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
153,2.98,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
149,3.42, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
164,3.16,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
172,3.91,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
151,3.36, ,1,Arizona State,2007,1,0,0,0,0,0,1,0
153,3.39, ,1,Arizona State,2007,1,0,0,0,0,0,1,0
167,2.72, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
157,3.74,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.68,Hispanic,0,Arizona State,2007,0,1,0,1,0,0,0,1
160,3.16,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
156,2.67,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
159,3.19,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
156,3.46,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,2.42,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,3.36, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
161,3.65,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
158,3.36,Hispanic,0,Arizona State,2007,1,1,0,1,0,0,0,1
145,3.17,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
153,3.02,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
149,3.67,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
151,2.94,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
162,2.9, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
159,3.41,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
163,3.54, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
163,3.32,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
154,3.64,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
157,3.85,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
155,2.85,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
162,3.19,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
149,3.33, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
163,3.5,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
169,3.43,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
155,3.09,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
159,3.9,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
153,2.99, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
144,3.41,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
153,3.31,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
150,3.76,Black,0,Arizona State,2007,0,1,1,0,0,0,0,1
153,3.45,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
145,2.9,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
152,2.79,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
150,3.12,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
145,3.24,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
158,3.75,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
153,2.92,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
140,2.97,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
170,3.48,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
153,3.73,Asian,1,Arizona State,2007,1,0,0,0,1,0,0,0
151,2.63,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,3.78,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
162,3.75,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
159,3.12,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
151,3.42,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.12,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
166,2.68,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
167,2.99, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
153,2.96,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
142,2.11,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
156,3.58,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.72, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
156,3.66,Black,0,Arizona State,2007,1,1,1,0,0,0,0,1
157,3.09, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
151,3.85,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
148,3.3,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.08,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,2.84,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
159,3.22, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
148,3.7,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
153,3.47, ,0,Arizona State,2007,0,1,0,0,0,0,1,0
158,3.68,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
161,3.3,White,1,Arizona State,2007,1,1,0,0,0,1,0,0
152,3.24, ,1,Arizona State,2007,1,0,0,0,0,0,1,0
165,2.89,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
156,2.91,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,3.2,Hispanic,1,Arizona State,2007,1,0,0,1,0,0,0,1
148,3.33,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
150,2.93,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.76, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
144,2.95,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.49,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
154,3.18,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
141,2.68,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
154,3.94,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
160,3.13,Hispanic,1,Arizona State,2007,1,1,0,1,0,0,0,1
154,3.6,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
153,3.88,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
153,2.81,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.16,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
133,2.97,Hispanic,1,Arizona State,2007,1,0,0,1,0,0,0,1
155,3.05,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
156,2.72,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.15,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
163,3.27,Hispanic,0,Arizona State,2007,1,1,0,1,0,0,0,1
157,3.2,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
156,3.38, ,0,Arizona State,2007,0,1,0,0,0,0,1,0
156,2.6, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
153,3.11, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
158,2.89,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
159,3.72, ,1,Arizona State,2007,1,1,0,0,0,0,1,0
157,3.73,Asian,1,Arizona State,2007,1,1,0,0,1,0,0,0
150,3.21,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
156,3.72,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
156,3.6,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
140,2.16,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
153,3.21,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
138,3.55,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,2.65,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
165,3.17, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
153,3,Black,0,Arizona State,2007,0,1,1,0,0,0,0,1
159,3.94, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
161,3.22,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.55, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
154,3.57,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
135,2.43,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
161,3.62,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
158,2.57,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.56,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,3.78,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
155,2.64,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.59,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,2.95,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
161,3.15, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
156,3.68,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.2,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
155,2.77,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.2,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
146,3.53, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
158,3.82,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
150,3.29,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
164,3.06,Hispanic,0,Arizona State,2007,0,1,0,1,0,0,0,1
151,3.88,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,2.16,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
143,3.01,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.61,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
156,3.48,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.56,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
157,3.92,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.35,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
144,3.67,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
147,3.51,Black,0,Arizona State,2007,1,0,1,0,0,0,0,1
158,2.8,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
161,3.42,Asian,0,Arizona State,2007,1,1,0,0,1,0,0,0
159,3.09,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
159,3.51,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.42,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
167,3.25,Hispanic,0,Arizona State,2007,1,1,0,1,0,0,0,1
151,2.9, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
155,3.46, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
160,3.29, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
154,3.69,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
153,3.09,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
153,2.91,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
161,3.46,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
152,3.41,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
160,3.81,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
155,3.82,White,1,Arizona State,2007,1,1,0,0,0,1,0,0
159,2.98,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,2.8,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
137,2.81,Asian,1,Arizona State,2007,0,0,0,0,1,0,0,0
150,3.12,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.4,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
157,3.04, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
146,2.67,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
154,3.8,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.47,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
141,2.77, ,1,Arizona State,2007,1,0,0,0,0,0,1,0
150,3.42,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.24,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
144,2.98,Black,0,Arizona State,2007,0,0,1,0,0,0,0,1
150,4,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
162,3.62, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
150,3.27,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
161,3.85,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
159,2.97,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
155,3.75,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.04,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
158,3.39,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
150,3.63,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
145,2.12,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.44, ,1,Arizona State,2007,0,0,0,0,0,0,1,0
149,2.93,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
161,2.59, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
159,3.19,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
151,3.47,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.79,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
157,3.17,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,2.79,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
155,3.09,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
163,2.84,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.24,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
155,3.39,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
147,3.02,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
146,2.28, ,1,Arizona State,2007,0,0,0,0,0,0,1,0
154,3.14,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.54, ,1,Arizona State,2007,0,0,0,0,0,0,1,0
159,2.65,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.01,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
159,3.78,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
141,3.11,White,1,Arizona State,2007,1,0,0,0,0,1,0,0
169,3.25,White,0,Arizona State,2007,0,1,0,0,0,1,0,0
145,3.32,Hispanic,0,Arizona State,2007,0,0,0,1,0,0,0,1
157,2.93,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
143,3.17, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
160,3.93, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
155,3.25,Hispanic,0,Arizona State,2007,1,0,0,1,0,0,0,1
145,3.48,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
159,4, ,0,Arizona State,2007,0,1,0,0,0,0,1,0
158,3.45,Hispanic,0,Arizona State,2007,0,1,0,1,0,0,0,1
158,2.86,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
160,3.49,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
124,3.73,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.76,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
158,3.09,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
155,3.38,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
148,3.76,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,2.76, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
151,3.28,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
144,2.47, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
153,3.36,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
168,3.56,Hispanic,1,Arizona State,2007,1,1,0,1,0,0,0,1
157,3.16, ,0,Arizona State,2007,0,0,0,0,0,0,1,0
163,3.77,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
164,3.44,Asian,0,Arizona State,2007,0,1,0,0,1,0,0,0
158,3.38,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
157,3.36, ,0,Arizona State,2007,1,1,0,0,0,0,1,0
152,3.43,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
153,3.55,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
157,3.5,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
153,3.76,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
149,3.68,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
154,3.54, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
154,3.12, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
159,3.29,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
159,3.11,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
151,3.66,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
154,3.72,White,1,Arizona State,2007,0,1,0,0,0,1,0,0
151,3.26,White,1,Arizona State,2007,0,0,0,0,0,1,0,0
148,2.83,Hispanic,1,Arizona State,2007,1,0,0,1,0,0,0,1
156,2.28,Asian,0,Arizona State,2007,0,0,0,0,1,0,0,0
163,3.77,White,0,Arizona State,2007,1,1,0,0,0,1,0,0
154,3.61, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
162,2.99,White,0,Arizona State,2007,1,0,0,0,0,1,0,0
156,3.75, ,0,Arizona State,2007,1,0,0,0,0,0,1,0
155,3.58,Hispanic,0,Arizona State,2007,1,1,0,1,0,0,0,1
153,2.66,Asian,0,Arizona State,2007,1,0,0,0,1,0,0,0
160,3.05,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
156,3.19,White,0,Arizona State,2007,0,0,0,0,0,1,0,0
